order_id,customer_name,brand,sales_rep,product,order_amount,customer_location,source_system,ingested_at
1828edf189cac3391d8312b2772ddeee,中国人民解放军海军北海舰队,火绒,纪壮,"Windows版（50）续费, Windows版（5）新增, Linux服务器版（1）新增, Linux桌面版（51）新增",40225.00,青岛,MIXED,2025-10-02T03:14:20Z
b9aa4e91b5ad88c84c106794c52297fb,中国人民解放军海军第九七一医院,杉岩,张菁菁,杉岩统一存储一体机（SC6300）*1,429000.00,青岛,MIXED,2025-10-02T03:14:20Z
b3f4ef7dde65d7e3c493261a0012943a,中国储备粮管理集团有限公司山东分公司,绿盟,满孝通,绿盟日志审计系统V2.0（LASNX3-HDB314）*3,81000.00,济南,MIXED,2025-10-02T03:14:20Z
8a8f777c10780af6365d72833aa27ea6,中国共产党日照市委员会办公室,绿盟,张菁菁,绿盟NF防火墙系统 V6.0(NFNX3-BM2200) *1,16000.00,日照,MIXED,2025-10-02T03:14:20Z
58e8cc630de48030444841b542271b5e,中国共产党肥城市委员会办公室,360,张菁菁,360 终端安全防护系统V10.0.0.1001（XC-IIEP1000-C-SW-FBD-SAV-03Y-5BP）*692+4,38280.00,泰安,MIXED,2025-10-02T03:14:20Z
603e77b906d9f1f52d68a088329bde2c,中国大唐集团有限公司内蒙古分公司蒙西事业部,威努特,张菁菁,"威努特入侵检测系统（IDS1100）*6, 技术服务",96000.00,内蒙,MIXED,2025-10-02T03:14:20Z
681715834d1ed9a92e0d9adebe7e8cdc,中国大唐集团有限公司内蒙古分公司蒙西事业部下属风电场,威努特,张观平,"工控安全监测与审计平台（SMA5020）, 工业互联防火墙（TEG5520）, 入侵检测系统（IDS1100）, 日志审计与分析系统（LAA6102）, 安全运维管理系统（SOMS6102）, 威努特防毒墙（AVG5010）, 入侵检测系统V2.0（DS1050-LIB-IPS-AV-WEB）, 项目安装实施服务",198500.00,内蒙古,MIXED,2025-10-02T03:14:20Z
ca2f77ede1a0d2846ddc49ade6afb05f,中国康复大学,自产,薛植元,,2000000.00,青岛,MIXED,2025-10-02T03:14:20Z
bedcc331082c6b5b7262a11d98a77e78,中国投资有限责任公司,深信服,董雪,AC-1000-B1500Y（URL）,0.00,济南,MIXED,2025-10-02T03:14:20Z
742378c44009097080e520a0b1e3b4c9,中国电建市政集团,信锐,王红波,"核心交换机（RS6300-50Q-EI-24X）*1, 汇聚交换机（XS1550U-26P）*21, 接入交换机（X-LINK）*1",29174.00,德州,MIXED,2025-10-02T03:14:20Z
60986aa9f032b7b60b90568a1235813a,中国石化集团胜利石油管理局有限公司宣传文化中心,IPG,张菁菁,"3模块 200用户, 维保",,东营,MIXED,2025-10-02T03:14:20Z
6fe4293b52f96b09fa18eb20890f9a59,中国石化青岛液化天然气有限责任公司,绿盟,纪壮,"绿盟工业防火墙V2.0（ISGNX3-HDB1205）*2, 绿盟NF防火墙系统 V6.0（NFNX3-HDB1080）*1, 绿盟日志审计系统V2.0（LASNX3-HDB314, ）*1, 绿盟工业防火墙V2.0（ISGNX3-HDB1205）*1",,青岛,MIXED,2025-10-02T03:14:20Z
1b4ea2f63bcfc07b2402498418d22c19,中国石油化工股份有限公司济南分公司,IPG,张菁菁,3模块 1000用户,50000.00,济南,MIXED,2025-10-02T03:14:20Z
b503aef3b487cd09ed55f6cd99ad8929,中国石油化工股份有限公司胜利油田分公司,绿盟,张菁菁,服务费（NSPS-PAC-SIL-HW-EOM）*3,46071.00,济南,MIXED,2025-10-02T03:14:20Z
fb259df49bb59f6a608b0c976fbf1211,中国移动通信集团山东有限公司潍坊分公司,自产,王维波,自产,728008.00,违法,MIXED,2025-10-02T03:14:20Z
6cfb294e628720de3028775fdedf6a3c,中国铁路济南局集团有限公司,"绿盟, 火绒","纪壮, 王红波","绿盟NF防火墙系统 V6.0（NFNX5-HD5100）*2, 绿盟远程安全评估系统 V6.0（RSASNX3-VM）*1, Windows版（50）",,济南,MIXED,2025-10-02T03:14:20Z
452cd4eb743f1dd0425a4d1ddcc368c1,中国青岛外轮代理有限公司,绿盟,纪壮,绿盟安全审计系统V5.6（SASNX3-WB3320）*1,14800.00,青岛,MIXED,2025-10-02T03:14:20Z
35d50279729412fe6bb2932a813b05e5,中央储备粮德州直属库有限公司,绿盟,梁春阳,绿盟日志审计系统V2.0（LASNX3-HDB314）*2,54000.00,德州,MIXED,2025-10-02T03:14:20Z
91a02dc11aafd2319eb64afc3ebb126b,中央储备粮日照直属库有限公司,绿盟,"李向辉, 纪壮","绿盟日志审计系统V2.0（LASNX3-HDB314）*2, 绿盟NF防火墙系统 V6.0（NFNX3-HDB1080）*1",,日照,MIXED,2025-10-02T03:14:20Z
b67729673688cba2aa1667fbf10a4a86,中央储备粮济南直属库有限公司,绿盟,满孝通,绿盟日志审计系统V2.0（LASNX3-HDB314）*3,81000.00,济南,MIXED,2025-10-02T03:14:20Z
3fda6f056df54baa1cf08b80854b3c21,中央储备粮济宁直属库有限公司,绿盟,李向辉,绿盟NF防火墙系统 V6.0（NFNX3-HDB680）,5400.00,济宁,MIXED,2025-10-02T03:14:20Z
db0a6f3a87107adf00e9d0e258b698b0,中央储备粮淄博直属库有限公司,绿盟,李向辉,绿盟NF防火墙系统 V6.0（NFNX3-HDB1180）,7665.00,淄博,MIXED,2025-10-02T03:14:20Z
2f278490cb7a15d263803f2a278ac12d,中安云科科技发展（山东）有限公司,IPG,时嘉,3模块 10用户,1890.00,济南,MIXED,2025-10-02T03:14:20Z
f6d6018d556323f1abb29744253424a5,中建八局第一建设有限公司,威努特,王红波,威努特第二代防火墙（NSG6200(AL)）*3,22200.00,济南,MIXED,2025-10-02T03:14:20Z
fff496356a1c91873c0b6d9b3138ec29,中石化北化院（天津）科技发展有限公司,利谱,纪壮,"TIPTOP利谱工业数采安全网关（TP209/V2.0-LW-PYAC）*1, TIPTOP利谱工业防火墙（TP6000-IFW V3.0-LW-FAF0A）*2",64000.00,天津,MIXED,2025-10-02T03:14:20Z
7694345d273b870dbf585852ab8cdc24,中石化胜利石油工程有限公司海洋钻井公司,深信服,董雪,AC-1000-B1150（三年质保）,22500.00,济南,MIXED,2025-10-02T03:14:20Z
a4541f32b8f141b9ce51aac67ad822d5,中矿金业股份有限公司,绿盟,谢荣清,绿盟网络入侵防护系统 V5.6（NIPSNX3-HDB1202）*1,24000.00,烟台,MIXED,2025-10-02T03:14:20Z
46395d4b9d9db93e42f8a05018a26ed9,中科农兴科技（成都）有限公司,天融信,梁春阳,"天融信防火墙系统V3（NGFW4000-UF）*2, 天融信入侵检测系统V3（TopSentry 3000）*1, 天融信入侵防御系统V3（TopIDP 3000）*1, 天融信态势分析与安全运营系统V3（TopSA）*1, 天融信数据库审计系统V3（TA-DB）*2, 天融信网络准入控制系统V3（TopNAC）*1, 天融信桌面云系统V3（TopDC）*1, 天融信终端威胁防御系统V1（TopEDR）*13, 天融信脆弱性扫描与管理系统V3（TopScanner 7000）*1, 天融信运维安全审计系统V3（TopSAG）*1, 天融信物联网安全接入网关系统V3（TopISG）*2, 天融信物联网安全管理平台V3（NGIOT）*1",680000.00,四川,MIXED,2025-10-02T03:14:20Z
27ea39bbd68bcea45231348b1fbebae5,中科环渤海（烟台）药物高等研究院,艾比森,张菁菁,"KL1.8（29.49m²）, 配电箱（30KW）*1, 视频控制器（V1260）*1",360000.00,烟台,MIXED,2025-10-02T03:14:20Z
771aba5cbb6114b6da5ba693ff2be421,中粮长城葡萄酒(蓬莱)有限公司,绿盟,么昌悦,绿盟NF防火墙系统 V6.0（NFNX3-HDB1080）,12000.00,烟台,MIXED,2025-10-02T03:14:20Z
377aebd4d9ed53c0f657c176c9d38e49,中节能万润股份有限公司,爱数,张菁菁,备份一体机（AB850）*1,162680.00,烟台,MIXED,2025-10-02T03:14:20Z
ec4d7e38331e81a0c6a2e3d8ade9da19,中路财产保险股份有限公司,火绒,么昌悦,"Windows（1310）, Linux桌面版（20）",144550.00,青岛,MIXED,2025-10-02T03:14:20Z
f461f88591145d7d12c42ddd47a363ab,中车青岛四方机车车辆股份有限公司,威努特,张菁菁,"威努特入侵检测系统（IDS-2150-SS）*2, 威努特日志审计系统（LAA6002）*1, 威努特二代防火墙（NSG6200-LIV-AV-12）*1",32430.00,青岛,MIXED,2025-10-02T03:14:20Z
74fbb320db42f488ed5ab5101fc47c7e,中驰车之谷互联科技 (青岛) 有限公司,绿盟,纪壮,亿赛通电子文档安全管理系统（YST-CDG-NX3-SNB50-02）*1,14575.00,青岛,MIXED,2025-10-02T03:14:20Z
d4857d287a2b888d65afb061924189b7,临朐龙苑实训学校,服务器,王维波,云边服务器（SE516-AA1-21）*1,14000.00,潍坊,MIXED,2025-10-02T03:14:20Z
a7025f6f6a88cf14fab80414aaed929b,临沂世技工业设计有限公司,IPG,"时嘉, 张菁菁, 王红波","12模块 40用户, 12模块 10用户, 维保",,临沂,MIXED,2025-10-02T03:14:20Z
f4a1d7f042c2568d532d9cb389593873,临沂东华置业有限公司,深信服,杨佳栋,AD-1000-B1300-0P（质保三年）,57000.00,临沂,MIXED,2025-10-02T03:14:20Z
40521d15aceaba7f4d684fbf2a576247,临沂凯旋医院,华三,杨佳栋,华悍IPC-235*2,5200.00,临沂,MIXED,2025-10-02T03:14:20Z
a7a9da92984c24733ca51de62905cfa4,临沂医专,深信服,临沂,"AF-1000-F640, EDR",129000.00,临沂,MIXED,2025-10-02T03:14:20Z
a14af69d2237783c482b6b89a91bc43a,临沂史丹利房地产开发有限公司,深信服,临沂,VPN-1000-A400,20500.00,临沂,MIXED,2025-10-02T03:14:20Z
b1ac69738bf0cb19dbce9afa96853a45,临沂城投地产有限公司,IPG,时嘉,"溢信IP-guard 终端安全管理软件V4, 3模块 120用户",,临沂,MIXED,2025-10-02T03:14:20Z
2aced027522fef3b857fa1d569a4287d,临沂市医保局,深信服,临沂,"GAP-1000-A600, NIPS-1000-B1600, AF-1000-B1120, VPN-1000-B1360, BBC-1000-A600",,临沂,MIXED,2025-10-02T03:14:20Z
915b65cc500ed8d10d41648c92a95bfe,临沂市奥博纺织制线有限公司,深信服,杨佳栋,"aDesk-STD-200H-s(VGA), VDI授权与配件(aDesk)",70800.00,临沂,MIXED,2025-10-02T03:14:20Z
7af2229b6f0aa717f226e21013d82af9,临沂市消防支队,深信服,临沂,AC-1000-B1100Y,115000.00,临沂,MIXED,2025-10-02T03:14:20Z
8088e4c00a8f579f6d93e0fc3fd38a5d,临沂市第十五中学,深信服,杨佳栋,AF-1000-B1200,20000.00,临沂,MIXED,2025-10-02T03:14:20Z
2f8c88aa095402ab6c6bef0acc33cb01,临沂市第四人民医院,威努特,王红波,威努特主机防勒索系统（防病毒）（ARS1220）*50,26000.00,临沂,MIXED,2025-10-02T03:14:20Z
9893ce8a7d9112f4956f9856cb519092,临沂市高级财经学校,深信服,杨佳栋,"AF-1000-E820, 授权与配件（aCloud）系列",219000.00,临沂,MIXED,2025-10-02T03:14:20Z
d2013b004b3a5e4524887082832007ba,临沂斯塔克电子商务有限公司,IPG,"时嘉, 纪壮","10模块 43用户, 9模块 33用户+维保",,临沂,MIXED,2025-10-02T03:14:20Z
24267df11b00db3987ba2eac940b2081,临沂新型智慧城市运营有限公司,深信服,张菁菁,"杀毒管控平台*3, 服务器杀毒终端*160, PC杀毒终端*250, 服务*1",68200.00,临沂,MIXED,2025-10-02T03:14:20Z
bc2c941a318a8b73c23fd7c71737e728,临沂滨河高级中学,深信服,杨佳栋,"aDesk-EDU-100-s(VGA), VDS-P-6550, 授权与配件（aDesk）, aDesk-EDU-100-s 支架",,临沂,MIXED,2025-10-02T03:14:20Z
a4597000dc6fa0ff1bf4ce00ea3aac4c,临沂矿业集团菏泽煤电有限公司彭庄煤矿,威努特,张观平,"统一安全管理平台（USM6002）, 工业互联防火墙（TEG5550）, 万兆多模光模块，850mm，100m（Optic-10ge-850nm）",113250.00,菏泽,MIXED,2025-10-02T03:14:20Z
719ff915cf31589ebb483a16f527dd2b,临漳县水利局,"华为, 启明星辰, 金电网安",董雪,"交换机（S5735-L24T4S-A1）*1, 天清汉马USG防火墙系统V2.6 （USG-FW-4000-T-100-SX）*1, 金电网安安全隔离与信息交换软件（FerryWay V2.0）*1, 金电网安安全隔离与信息交换硬件（FerryWay V2.0）*1",,河北,MIXED,2025-10-02T03:14:20Z
80eb5fe7c98d9a1b7019bd94e4bc33d2,临矿集团,威努特,张观平,"威努特, 安全U盘",,临沂,MIXED,2025-10-02T03:14:20Z
785b9ef7477f3142cf655ffce07262b2,临矿集团彭庄煤矿,威努特,张观平,"工业互联防火墙（TEG5550）*2, 千兆单模光模块（Optic-GE-1310nm-10km）*24, 千兆多模光模块（Optic-GE-850nm）*12, 万兆多模光模块（Optic-10GE-850nm）*6, 光纤模块（H-3110NL-S）*10",152000.00,菏泽,MIXED,2025-10-02T03:14:20Z
28bda00821430c5601c49e796b41ed01,临矿集团榆树井煤矿,威努特,张观平,"工业互联防火墙（TEG5550-YS）, 统一安全管理平台（USM6102-YS）, 工控主机卫士（TEG2110-YS）, 万兆SFP光模块（万兆单模1310NM）, 千兆单模光模块（Optic-GE-1310nm-10Km）, 安全U盘（SUS64）, 双因子认证Key（SRS-KEY）",,菏泽,MIXED,2025-10-02T03:14:20Z
7e495344460b7eed2f15bd0480c71fea,临矿集团郭屯煤矿,威努特,张观平,"工业防火墙（TEG5612）, 工控安全监测与审计系统（SMA5100-NB）",100000.00,临沂,MIXED,2025-10-02T03:14:20Z
5ac9d8fd317dd385a2aeba863219e8b4,乖宝宠物食品集团股份有限公司,自产,张菁菁,"室内微间距 LED（RLED-CP1.5）*24m², 大屏幕控制软件*1, 视频处理器（RLCD-4000）*1, 落地式结构*1, 屏幕线材*1, 配电箱*1, 辅材*1, 电缆*1, 售后*3, 使用培训*1, 铝塑板*1, 公司 LOGO*1, 发光字体*1, 灯带*1",370000.00,聊城,MIXED,2025-10-02T03:14:20Z
e234f778521048aeaf116fe2eda6ce9b,乳山天骄村镇银行股份有限公司,绿盟,张菁菁,服务费*4,19000.00,威海,MIXED,2025-10-02T03:14:20Z
b92cc6eef607f146edb991023f60b136,乳山市中医院,绿盟,于俊伟,绿盟日志审计系统V2.0（LASNX3-HDB314）*1,30380.00,威海,MIXED,2025-10-02T03:14:20Z
77037189024844f7fa7a593b19bf0bb4,云南豪湾科技有限公司,艾比森,张菁菁,"KL1.5（1.54m²）, KL1.5（0.61m²）",,云南,MIXED,2025-10-02T03:14:20Z
687f7f663c460d05c339080efa103f31,五得利面粉集团有限公司,深信服,菏泽,AC-1000-C400Y,11800.00,菏泽,MIXED,2025-10-02T03:14:20Z
6110f85b52cef63bbd0d556f968ff30f,五洲丰农业科技有限公司,爱数,纪壮,AnyBackup Express 7 银牌支持服务*1,20556.00,烟台,MIXED,2025-10-02T03:14:20Z
635dce7b58c832a6bef407e13939c217,京博控股集团有限公司,威努特,梁春阳,工业互联防火墙（TEG5520）,14000.00,滨州,MIXED,2025-10-02T03:14:20Z
1790f6d6b4e24317c8b6e93763133ba6,京能（烟台栖霞市）光伏发电有限公司,威努特,张菁菁,威努特入侵检测系统（IDS2150-SS）*1,5200.00,烟台,MIXED,2025-10-02T03:14:20Z
88d325c66747458829a622a9516e2d72,伊犁能源四矿,威努特,张观平,"威努特工业防火墙（TEG5624）*1, 威努特工控主机卫士（IEG2210）*20, 威努特工控主机卫士（IEG2210）*40",124500.00,新疆,MIXED,2025-10-02T03:14:20Z
ad831403c04884ff05f50de8e06a53fe,会宝岭铁矿,威努特,张观平,"工业互联防火墙（TEG5550）*1, 工控主机卫士（IEG2110）*8, 技术服务",92000.00,临沂,MIXED,2025-10-02T03:14:20Z
